clip,step,audio_path,ground_truth,full_transcription,whisper_lang,chosen_rank,chosen_id,chosen_prob,top1_id,top1_txt,top1_prob,top2_id,top2_txt,top2_prob,top3_id,top3_txt,top3_prob,top4_id,top4_txt,top4_prob,top5_id,top5_txt,top5_prob,top6_id,top6_txt,top6_prob,top7_id,top7_txt,top7_prob,top8_id,top8_txt,top8_prob,top9_id,top9_txt,top9_prob,top10_id,top10_txt,top10_prob,top11_id,top11_txt,top11_prob,top12_id,top12_txt,top12_prob,top13_id,top13_txt,top13_prob,top14_id,top14_txt,top14_prob,top15_id,top15_txt,top15_prob,top16_id,top16_txt,top16_prob,top17_id,top17_txt,top17_prob,top18_id,top18_txt,top18_prob,top19_id,top19_txt,top19_prob,top20_id,top20_txt,top20_prob,top21_id,top21_txt,top21_prob,top22_id,top22_txt,top22_prob,top23_id,top23_txt,top23_prob,top24_id,top24_txt,top24_prob,top25_id,top25_txt,top25_prob,top26_id,top26_txt,top26_prob,top27_id,top27_txt,top27_prob,top28_id,top28_txt,top28_prob,top29_id,top29_txt,top29_prob,top30_id,top30_txt,top30_prob,top31_id,top31_txt,top31_prob,top32_id,top32_txt,top32_prob,top33_id,top33_txt,top33_prob,top34_id,top34_txt,top34_prob,top35_id,top35_txt,top35_prob,top36_id,top36_txt,top36_prob,top37_id,top37_txt,top37_prob,top38_id,top38_txt,top38_prob,top39_id,top39_txt,top39_prob,top40_id,top40_txt,top40_prob,top41_id,top41_txt,top41_prob,top42_id,top42_txt,top42_prob,top43_id,top43_txt,top43_prob,top44_id,top44_txt,top44_prob,top45_id,top45_txt,top45_prob,top46_id,top46_txt,top46_prob,top47_id,top47_txt,top47_prob,top48_id,top48_txt,top48_prob,top49_id,top49_txt,top49_prob,top50_id,top50_txt,top50_prob
0,-1,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,2.0,50364.0,0.12433461844921112,50363.0,<|notimestamps|>,0.8668080568313599,50364.0,,0.12433461844921112,50368.0,,0.0009488558280281723,50372.0,,0.0007080475334078074,50370.0,,0.0006761986878700554,50371.0,,0.0006162827485240996,50366.0,,0.0005756868631578982,50365.0,,0.0005174527759663761,50369.0,,0.0004976171185262501,50374.0,,0.0004882996436208487,50367.0,,0.00046372401993721724,50373.0,,0.0004354855336714536,50376.0,,0.0003175959864165634,50375.0,,0.0003091095422860235,50377.0,,0.00021219701739028096,50378.0,,0.0001688964111963287,50380.0,,0.00014519486285280436,50379.0,,0.00013069961278233677,50382.0,,8.778506889939308e-05,50381.0,,7.312661182368174e-05,50384.0,,6.707090506097302e-05,50383.0,,5.3868778195464984e-05,50388.0,,4.6661974920425564e-05,50386.0,,4.642238127416931e-05,50389.0,,4.532513048616238e-05,50390.0,,4.079722930327989e-05,50385.0,,3.93073059967719e-05,50387.0,,3.448312054388225e-05,50391.0,,3.1892886909190565e-05,50392.0,,2.4789693270577118e-05,50394.0,,2.3009319193079136e-05,50396.0,,2.1903382730670273e-05,50393.0,,1.772684117895551e-05,50400.0,,1.3531718650483526e-05,50395.0,,1.3293170923134312e-05,50404.0,,1.285557391383918e-05,50398.0,,1.207924015034223e-05,50397.0,,1.2063433132425416e-05,50406.0,,1.157655606220942e-05,50402.0,,1.151901415141765e-05,50399.0,,1.0454567927808966e-05,50407.0,,8.795991561783012e-06,50409.0,,8.10906112747034e-06,50401.0,,7.994488441909198e-06,50408.0,,7.912592991488054e-06,50414.0,,7.574921255582012e-06,50412.0,,7.307929990929551e-06,50403.0,,7.236227247631177e-06,50405.0,,6.372947154886788e-06,50410.0,,5.6329254221054725e-06
0,1,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,1017.0,0.6143031716346741,1017.0, 4,0.6143031716346741,2326.0, Qu,0.23242788016796112,30583.0, quatro,0.04557068645954132,220.0, ,0.029402337968349457,503.0," """,0.015999408438801765,9505.0, q,0.00956578180193901,1249.0, Q,0.007148715201765299,421.0, qu,0.007113364525139332,359.0, -,0.006815213244408369,29619.0, Quad,0.0012549514649435878,522.0, (,0.0009741244139149785,8564.0, Fo,0.000919837097171694,4493.0, Que,0.0008608045754954219,805.0, 3,0.0008471948676742613,368.0, de,0.0006537218578159809,2627.0, <,0.0006362423300743103,7246.0, QU,0.0006161933415569365,50022.0, 04,0.000598952523432672,542.0, [,0.0005660443566739559,1025.0, 5,0.000556347833480686,462.0, E,0.0005366518162190914,1853.0, *,0.0005290462868288159,308.0, e,0.0004987192805856466,922.0, ',0.000471545266918838,1171.0, For,0.00046382969594560564,7451.0, Four,0.0004545791307464242,631.0, que,0.0003949824604205787,1662.0, –,0.0003750956093426794,1097.0, ...,0.00036439302493818104,1346.0, De,0.000324707361869514,13616.0, Qual,0.00031061898334883153,10787.0, quad,0.0003003115125466138,2411.0, .,0.000291653472231701,5269.0, Por,0.00029093591729179025,316.0, A,0.0002793144667521119,383.0, C,0.0002642186882440001,479.0, F,0.00025771386572159827,3466.0, —,0.00024736212799325585,846.0, em,0.00023952650371938944,3968.0, Em,0.00022204632114153355,13205.0, Cu,0.0002086238528136164,422.0, O,0.00019407126819714904,2432.0, Com,0.00016957262414507568,1451.0, four,0.0001677593681961298,3499.0, 14,0.00016514006711076945,3536.0, #,0.00016331608640030026,568.0, 2,0.000155931556946598,430.0, P,0.00015156142762862146,1765.0, Tr,0.00015008653281256557,502.0, 1,0.00014811067376285791
0,2,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,10021.0,0.8305093050003052,10021.0, pessoas,0.8305093050003052,35895.0, pess,0.07038924843072891,9262.0, pes,0.04591284319758415,280.0, p,0.0377776138484478,430.0, P,0.006080616265535355,16366.0, pessoa,0.0017190122744068503,220.0, ,0.0009983142372220755,520.0, pe,0.0009465506300330162,13.0,.,0.00030966498889029026,11.0,",",0.00030675361631438136,24811.0, pessoal,0.0003044114273507148,359.0, -,0.00021845349692739546,79.0,p,0.0001857721508713439,12.0,-,0.00016119243809953332,308.0, e,0.00015263140085153282,47.0,P,0.000130520187667571,785.0, es,0.00012524286285042763,382.0, as,0.00012198220792924985,12019.0, personas,0.00011063201236538589,680.0, per,0.00010663775901775807,22221.0, outras,5.886765939067118e-05,277.0, o,5.750668060500175e-05,503.0," """,5.564719685935415e-05,6818.0, pesso,5.2918756409781054e-05,868.0, pers,4.759884541272186e-05,954.0, person,4.756939597427845e-05,37399.0, pessim,4.280373832443729e-05,2820.0, ou,3.9629747334402055e-05,522.0, (,3.44234322255943e-05,2396.0, Pe,3.408009433769621e-05,5557.0,esso,3.401418143766932e-05,485.0,...,3.169835326843895e-05,5190.0,pes,3.0641636840300635e-05,12925.0, vezes,2.98480754281627e-05,6178.0, pel,2.7843705538543873e-05,368.0, de,2.6854262614506297e-05,14.0,/,2.5177760107908398e-05,46169.0, palavras,2.351023067603819e-05,631.0, que,2.318524093425367e-05,41951.0, pesar,2.221153954451438e-05,2502.0, pa,2.0963385395589285e-05,29944.0, persone,2.068933827104047e-05,871.0, est,1.99354126380058e-05,714.0, po,1.894859451567754e-05,33204.0, pesos,1.8504146282793954e-05,1320.0, pass,1.5784577044541948e-05,561.0, people,1.5160162547545042e-05,31068.0, pest,1.4998109691077843e-05,16246.0, personnes,1.4803907106397673e-05,14567.0, coisas,1.3840090105077252e-05
0,3,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,14775.0,0.6357716917991638,14775.0, estão,0.6357716917991638,871.0, est,0.12815137207508087,785.0, es,0.10069254040718079,308.0, e,0.09748516976833344,220.0, ,0.008371570147573948,11.0,",",0.005811461713165045,18012.0, tão,0.003591041313484311,256.0, t,0.00250630802474916,17660.0, estou,0.0021429103799164295,281.0, to,0.002137391362339258,3192.0, está,0.0018866532482206821,631.0, que,0.0007708572084084153,257.0, a,0.0006626964313909411,503.0," """,0.0005655239219777286,10368.0, están,0.0005319611518643796,43711.0, estavam,0.00047513056779280305,8755.0, estar,0.00034331061760894954,10382.0, estamos,0.00028813729295507073,4410.0, Est,0.0002808201825246215,369.0, se,0.00021967226348351687,10095.0, tou,0.0001946546690305695,4065.0, este,0.0001928229321492836,35631.0, tocar,0.00018752204778138548,277.0, o,0.00015385520237032324,42565.0, toc,0.00015289479051716626,4721.0, esc,0.00014859177463222295,5283.0, esta,0.00014005829871166497,485.0,...,0.00012952768884133548,13.0,.,0.00010883279901463538,18766.0, vão,9.964845230570063e-05,922.0, ',9.018144191941246e-05,13542.0, estud,8.486624574288726e-05,9505.0, q,7.991102756932378e-05,6242.0, já,7.240417471621186e-05,42058.0, estan,7.148581062210724e-05,2916.0, tom,6.853351078461856e-05,8364.0, são,6.601811764994636e-05,6274.0, também,6.48204077151604e-05,696.0, ac,6.18451667833142e-05,287.0, l,5.7950026530306786e-05,3003.0, os,5.532689829124138e-05,43514.0, toca,5.0131435273215175e-05,22093.0, està,5.005929779144935e-05,14591.0, fic,4.889925548923202e-05,377.0,est,4.727826308226213e-05,342.0, st,4.557085412670858e-05,35835.0, isto,4.523377356235869e-05,1105.0, um,4.475131936487742e-05,359.0, -,4.3407817429397255e-05,846.0, em,4.2853280319832265e-05
0,4,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,281.0,0.6670222282409668,281.0, to,0.6670222282409668,43514.0, toca,0.15725062787532806,42565.0, toc,0.13273082673549652,256.0, t,0.025715835392475128,35631.0, tocar,0.006069380324333906,10095.0, tou,0.002249516313895583,503.0," """,0.0021600176114588976,257.0, a,0.0006081770989112556,220.0, ,0.0004234453954268247,4495.0, tro,0.0003540449251886457,11.0,",",0.00020342317293398082,2557.0, touch,0.00013573876640293747,277.0, o,0.00013286031025927514,8232.0, TO,0.0001321442105108872,3930.0, tor,0.0001171957264887169,14862.0, token,0.00010172036854783073,314.0, T,9.964528726413846e-05,1353.0,to,9.08451183931902e-05,2916.0, tom,7.888186519267038e-05,922.0, ',7.608214946230873e-05,25018.0, tac,7.00609598425217e-05,1192.0, top,6.922954344190657e-05,1407.0, To,6.66386986267753e-05,9510.0, proc,6.449549255194142e-05,12.0,-,6.186668178997934e-05,2604.0, tu,6.096197830629535e-05,308.0, e,6.019552529323846e-05,39728.0, toma,5.358508133213036e-05,41015.0, atac,5.07675031258259e-05,572.0, no,5.01855174661614e-05,19164.0, tok,3.702181493281387e-05,12327.0, coloc,3.695873965625651e-05,2952.0, ton,3.6630335671361536e-05,5149.0, todo,3.6411853216122836e-05,14591.0, fic,3.517880759318359e-05,369.0, se,3.502618710626848e-05,46804.0, buscando,3.419145286898129e-05,504.0, tr,3.0445298762060702e-05,20683.0, tô,3.0189852623152547e-05,12786.0, toxic,2.8872213079012e-05,14432.0, toss,2.6973013518727385e-05,6321.0, todos,2.543860682635568e-05,485.0,...,2.3592629077029414e-05,14805.0, truc,2.3132954083848745e-05,33661.0, clic,2.3023763787932694e-05,8757.0, ti,2.236152249679435e-05,22587.0, toch,2.188346661569085e-05,4899.0, sac,2.144499921996612e-05,368.0, de,2.099110497510992e-05,535.0, te,2.0595683963620104e-05
0,5,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,29585.0,0.9784522652626038,29585.0,cando,0.9784522652626038,7035.0,can,0.014904781244695187,496.0,ca,0.004621215630322695,66.0,c,0.0016991684678941965,27713.0,cado,0.00014806727995164692,14177.0,cam,5.8392623031977564e-05,18651.0,cano,3.564224243746139e-05,1291.0,co,4.223337327857735e-06,16369.0,cas,4.054152213939233e-06,64.0,a,3.912867668987019e-06,1311.0,uc,2.6759687443700386e-06,9895.0,cal,2.6454688395460835e-06,33199.0,cendo,2.167718776036054e-06,28190.0,hando,2.142300672858255e-06,326.0,ac,1.943679080795846e-06,1806.0,ando,1.858177029134822e-06,6166.0,car,1.7754166492522927e-06,80.0,q,1.6257960169241414e-06,1077.0,que,1.622351533114852e-06,18035.0,cat,1.495920741945156e-06,19845.0,rando,1.4940443406885606e-06,1671.0,con,1.3005909522689763e-06,1115.0,stand,1.217130943587108e-06,393.0, can,1.170271275441337e-06,18882.0,cond,1.0962689884763677e-06,3484.0,chan,1.087571945390664e-06,16201.0,lando,1.0598442941045505e-06,358.0,qu,1.0266546723869396e-06,1914.0,cc,9.779026868272922e-07,3045.0,ec,9.699501788418274e-07,5225.0,kan,9.386549777445907e-07,3955.0, cand,9.358893748867558e-07,12.0,-,9.179573794426688e-07,6628.0,aca,8.832154207993881e-07,32072.0,uca,7.893193014751887e-07,77.0,n,7.432413440255914e-07,5685.0,care,5.892175636290631e-07,4417.0,sc,5.503268312168075e-07,14368.0,cs,5.441010557660775e-07,282.0,an,4.929354417981813e-07,2330.0,ka,4.7364466126964544e-07,474.0,and,4.6716320412087953e-07,24640.0,camp,4.5000831505603855e-07,8914.0,ican,4.3691156292879896e-07,3734.0,cast,4.3145746531081386e-07,547.0,ck,4.27453642259934e-07,75.0,l,4.2346920281488565e-07,21153.0,cend,3.9411483498952293e-07,30340.0,cade,3.8634826182715187e-07,3005.0,came,3.7883879144828825e-07
0,6,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,7198.0,0.828162431716919,7198.0, instrument,0.828162431716919,1058.0, inst,0.12640589475631714,5488.0, instr,0.018453821539878845,294.0, in,0.00963796116411686,1028.0, ins,0.00569017231464386,12190.0, instruments,0.0014444158878177404,3003.0, os,0.0013905907981097698,220.0, ,0.0010866307420656085,277.0, o,0.0008447682484984398,39785.0, Instr,0.0006219273200258613,1105.0, um,0.0005426310817711055,17388.0, instrumental,0.0004231196944601834,11.0,",",0.00039209501119330525,308.0, e,0.00036470050690695643,871.0, est,0.0001246938918484375,846.0, em,0.000111886125523597,275.0, m,9.688053978607059e-05,368.0, de,9.282526298193261e-05,2730.0, Inst,8.158572018146515e-05,17467.0, intr,7.741578883724287e-05,257.0, a,7.580918463645503e-05,485.0,...,7.143026596168056e-05,503.0," """,6.822003342676908e-05,44572.0, инструмент,6.592166027985513e-05,566.0, im,6.541345646837726e-05,12.0,-,5.6046530517050996e-05,741.0, i,5.3955263865645975e-05,682.0, In,4.4499240175355226e-05,344.0, u,4.2063948058057576e-05,382.0, as,4.07945153710898e-05,2693.0, uns,3.9516402466688305e-05,13.0,.,3.514547643135302e-05,39413.0, installment,3.50194786733482e-05,50024.0,instr,3.33729840349406e-05,465.0, en,3.334374923724681e-05,3489.0, ens,3.3248990803258494e-05,35797.0, elementos,3.3097581763286144e-05,1256.0, ass,3.2540603569941595e-05,10951.0, instruction,3.137730891467072e-05,256.0, t,3.111196565441787e-05,13542.0, estud,3.0592662369599566e-05,412.0, at,3.0079701900831424e-05,7232.0, instruct,2.9841750802006572e-05,36384.0, instructed,2.94438905257266e-05,274.0, d,2.8130461942055263e-05,262.0, s,2.723940269788727e-05,2820.0, ou,2.521098213037476e-05,50464.0,,2.5163037207676098e-05,6892.0, IN,2.4575472707510926e-05,560.0, int,2.435765964037273e-05
0,7,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,329.0,0.998305082321167,329.0,os,0.998305082321167,78.0,o,0.0016012686537578702,279.0,es,1.3539352039515506e-05,301.0,us,1.0962515261780936e-05,82.0,s,8.998738849186338e-06,2717.0,ios,7.509942406613845e-06,296.0,as,4.498878752201563e-06,11343.0,itos,2.631269580888329e-06,4367.0,OS,2.448555733280955e-06,29140.0,inhos,2.0859249616478337e-06,2635.0,ros,1.618680585124821e-06,772.0,oss,1.574992325004132e-06,1527.0,ais,1.4221272977010813e-06,271.0,is,1.3643168585986132e-06,17631.0,hos,1.1668039405776653e-06,72.0,i,1.164021000477078e-06,2706.0,ores,1.0394289802206913e-06,3003.0, os,1.0075702903122874e-06,64.0,a,9.578482149663614e-07,11.0,",",7.516687787756382e-07,555.0,ost,7.112545858944941e-07,4181.0,ados,7.050723525026115e-07,19136.0,jos,6.034750867911498e-07,563.0,ous,5.227684027886426e-07,9869.0,oso,5.195864218876523e-07,9598.0,osit,5.05916773363424e-07,9940.0,icos,4.949585559188563e-07,1004.0,io,4.362273386959714e-07,84.0,u,3.657916067822953e-07,905.0,oc,3.3434338320148527e-07,20373.0,osity,3.342030936437368e-07,10466.0,osc,3.090755456014449e-07,830.0,ors,3.0785651006226544e-07,49564.0,ícios,3.066679710173048e-07,541.0,ose,3.0095739589341974e-07,83.0,t,2.8138322250015335e-07,378.0,od,2.6101838557224255e-07,33749.0,dos,2.609437217415689e-07,310.0,ot,2.5596887098799925e-07,6877.0,cos,2.518274584417668e-07,16501.0,ivos,2.5132746372946713e-07,3019.0,osh,2.4317574798260466e-07,3415.0,mos,2.4303989221152733e-07,30010.0,pos,2.4287723476845713e-07,16751.0,nos,2.425425407182047e-07,263.0,ou,2.3666298432090116e-07,41659.0,oscope,2.2299275315162959e-07,5785.0,ossible,2.034403649986416e-07,31376.0,Os,2.0236063846823527e-07,21633.0,iros,1.7427683474124933e-07
0,8,pt_validated/common_voice_pt_23825479.mp3,"Quatro pessoas estão tocando instrumentos?, incluindo uma mulher vestida de preto tocando uma flauta.","4 pessoas estão tocando instrumentos, incluindo uma mulher vestida de preto tocando uma flauta.",pt,1.0,11.0,0.6354504227638245,11.0,",",0.6354504227638245,25520.0, inclu,0.07911743968725204,13.0,.,0.040120091289281845,50492.0,,0.016703087836503983,50493.0,,0.014556179754436016,50494.0,,0.014274024404585361,485.0,...,0.013529784977436066,50489.0,,0.012045039795339108,50495.0,,0.011537034064531326,50491.0,,0.011415713466703892,50496.0,,0.010955688543617725,50497.0,,0.009938206523656845,50490.0,,0.009572284296154976,50488.0,,0.008019741624593735,50499.0,,0.007464236114174128,50498.0,,0.007227730937302113,50487.0,,0.005745263304561377,37070.0, incl,0.005313829518854618,50500.0,,0.0052240872755646706,834.0, inc,0.004826388321816921,50501.0,,0.004651342518627644,50485.0,,0.003989724908024073,50486.0,,0.0035760144237428904,50483.0,,0.0029728731606155634,50484.0,,0.002895718440413475,50502.0,,0.00283181038685143,50503.0,,0.002694549039006233,50504.0,,0.001994606340304017,50482.0,,0.001975341234356165,50481.0,,0.0019096483010798693,1260.0,…,0.0018052068771794438,308.0, e,0.0016964173410087824,50479.0,,0.0015724404947832227,50464.0,,0.0014062116388231516,50505.0,,0.0013461924390867352,50506.0,,0.0012921190354973078,0.0,!,0.0012593352003023028,741.0, i,0.0012062691384926438,359.0, -,0.0011793198063969612,294.0, in,0.0011575811076909304,50480.0,,0.001094187842682004,3009.0, including,0.0010576456552371383,3182.0," ,",0.0010083303786814213,50478.0,,0.0009565280051901937,50508.0,,0.0008727271342650056,50514.0,,0.0008515093359164894,30.0,?,0.0008103722939267755,50477.0,,0.0008095859084278345,17204.0, inclus,0.0008006134885363281,50509.0,,0.000751364859752357
