clip,step,audio_path,ground_truth,full_transcription,whisper_lang,chosen_rank,chosen_id,chosen_prob,top1_id,top1_txt,top1_prob,top2_id,top2_txt,top2_prob,top3_id,top3_txt,top3_prob,top4_id,top4_txt,top4_prob,top5_id,top5_txt,top5_prob,top6_id,top6_txt,top6_prob,top7_id,top7_txt,top7_prob,top8_id,top8_txt,top8_prob,top9_id,top9_txt,top9_prob,top10_id,top10_txt,top10_prob,top11_id,top11_txt,top11_prob,top12_id,top12_txt,top12_prob,top13_id,top13_txt,top13_prob,top14_id,top14_txt,top14_prob,top15_id,top15_txt,top15_prob,top16_id,top16_txt,top16_prob,top17_id,top17_txt,top17_prob,top18_id,top18_txt,top18_prob,top19_id,top19_txt,top19_prob,top20_id,top20_txt,top20_prob,top21_id,top21_txt,top21_prob,top22_id,top22_txt,top22_prob,top23_id,top23_txt,top23_prob,top24_id,top24_txt,top24_prob,top25_id,top25_txt,top25_prob,top26_id,top26_txt,top26_prob,top27_id,top27_txt,top27_prob,top28_id,top28_txt,top28_prob,top29_id,top29_txt,top29_prob,top30_id,top30_txt,top30_prob,top31_id,top31_txt,top31_prob,top32_id,top32_txt,top32_prob,top33_id,top33_txt,top33_prob,top34_id,top34_txt,top34_prob,top35_id,top35_txt,top35_prob,top36_id,top36_txt,top36_prob,top37_id,top37_txt,top37_prob,top38_id,top38_txt,top38_prob,top39_id,top39_txt,top39_prob,top40_id,top40_txt,top40_prob,top41_id,top41_txt,top41_prob,top42_id,top42_txt,top42_prob,top43_id,top43_txt,top43_prob,top44_id,top44_txt,top44_prob,top45_id,top45_txt,top45_prob,top46_id,top46_txt,top46_prob,top47_id,top47_txt,top47_prob,top48_id,top48_txt,top48_prob,top49_id,top49_txt,top49_prob,top50_id,top50_txt,top50_prob
0,-1,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,2.0,50364.0,0.19860553741455078,50363.0,<|notimestamps|>,0.656656801700592,50364.0,,0.19860553741455078,50392.0,,0.009076956659555435,50396.0,,0.00886092334985733,50394.0,,0.008257627487182617,50390.0,,0.007996730506420135,50388.0,,0.006673271302133799,50400.0,,0.0061796060763299465,50398.0,,0.006040752399712801,50386.0,,0.005275529809296131,50384.0,,0.005146465729922056,50402.0,,0.004462530370801687,50382.0,,0.004188805818557739,50404.0,,0.004155003931373358,50380.0,,0.004121851641684771,50389.0,,0.003470785217359662,50378.0,,0.0032504324335604906,50374.0,,0.0029305731877684593,50399.0,,0.0028781364671885967,50391.0,,0.002817844972014427,50393.0,,0.002754875458776951,50395.0,,0.002707128645852208,50376.0,,0.0026993327774107456,50406.0,,0.002659808611497283,50397.0,,0.002636641962453723,50372.0,,0.0021198319736868143,50387.0,,0.0020613318774849176,50401.0,,0.0019322286825627089,50408.0,,0.0017328812973573804,50385.0,,0.0017153946682810783,50383.0,,0.0016022954368963838,50379.0,,0.0015118365408852696,50381.0,,0.0015081586316227913,50403.0,,0.0014933370985090733,50370.0,,0.0013974830508232117,50366.0,,0.0012322693364694715,50410.0,,0.0012123319320380688,50377.0,,0.001151193748228252,50412.0,,0.0009924250189214945,50368.0,,0.0009899616707116365,50405.0,,0.0009762928821146488,50375.0,,0.0009665682446211576,50407.0,,0.0007683060830458999,50373.0,,0.0007374113774858415,50414.0,,0.0006554945721291006,50409.0,,0.0006356974481604993,50371.0,,0.0005046051228418946,50416.0,,0.000501888629514724,50411.0,,0.0003968694945797324,50369.0,,0.0003859952848870307
0,1,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,3286.0,0.25926586985588074,3286.0, Bo,0.25926586985588074,363.0, B,0.20472294092178345,34624.0, boca,0.11530820280313492,22785.0, BO,0.11351975053548813,748.0, bo,0.08987843990325928,359.0, -,0.047137849032878876,503.0," """,0.04459522292017937,272.0, b,0.022263647988438606,220.0, ,0.014519182033836842,3335.0, Mo,0.0064264144748449326,522.0, (,0.004635341465473175,376.0, M,0.004053865559399128,2460.0, /,0.002859998494386673,3536.0, #,0.0019639944657683372,4657.0, «,0.0017382630612701178,705.0, mo,0.001688954420387745,542.0, [,0.0016404305351898074,1662.0, –,0.0013651669723913074,316.0, A,0.0012863348238170147,15216.0, VO,0.0012052757665514946,922.0, ',0.000983646372333169,2627.0, <,0.000980093376711011,10592.0, bot,0.0009036055416800082,257.0, a,0.000870090676471591,430.0, P,0.0007824682397767901,691.0, V,0.0007313814712688327,422.0, O,0.0006959460442885756,275.0, m,0.0006787895108573139,6514.0, ¡,0.0006618786137551069,19290.0, MO,0.0006494844565168023,1097.0, ...,0.0006182692013680935,47672.0, Bock,0.0005799870705232024,1853.0, *,0.0005787448026239872,43833.0, Bou,0.0005225016502663493,25486.0, Bot,0.0005187050555832684,879.0, Be,0.0005050257896073163,383.0, C,0.0005017553921788931,7518.0, Vo,0.0004974373150616884,22264.0, Bos,0.0004660609411075711,635.0, la,0.00043583058868534863,318.0, S,0.0004155200149398297,8993.0, Voc,0.00038180872797966003,3466.0, —,0.00038108357694000006,6165.0, Po,0.00034833489917218685,32719.0, Coca,0.0003481404564809054,286.0, I,0.0003325616999063641,2411.0, .,0.00032621834543533623,15112.0, Box,0.00029929965967312455,902.0, >>,0.0002950899943243712,368.0, de,0.0002910598705057055
0,2,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,496.0,0.7212706208229065,496.0,ca,0.7212706208229065,7519.0,ques,0.20245429873466492,16369.0,cas,0.020758401602506638,358.0,qu,0.014942137524485588,66.0,c,0.01035122200846672,80.0,q,0.009944424964487553,1077.0,que,0.004834163933992386,1335.0, ca,0.0023028142750263214,19343.0,quet,0.0008326729293912649,11.0,",",0.0006516108405776322,8035.0,quer,0.0006326063885353506,220.0, ,0.0006045185727998614,14368.0,cs,0.0005384032265283167,2330.0,ka,0.000513896404299885,64.0,a,0.0005071088089607656,631.0, que,0.0004834613064303994,20343.0,quest,0.00042830948950722814,4911.0,iques,0.0004003767971880734,9765.0,case,0.00035083817783743143,9505.0, q,0.00034994096495211124,3058.0, cas,0.00034946671803481877,6166.0,car,0.00032985236612148583,12.0,-,0.0002507076133042574,7544.0, Ca,0.00022711537894792855,15515.0,CA,0.0001692962396191433,328.0,ig,0.00015427658217959106,3680.0,ga,0.00014825219113845378,2262.0,ica,0.0001465344976168126,887.0,ces,0.00014600875147152692,1249.0, Q,0.00010769686923595145,34787.0,qua,0.00010357303108321503,421.0, qu,8.832455932861194e-05,18170.0,qui,8.768871339270845e-05,74.0,k,8.416020864387974e-05,9022.0, casa,7.295388786587864e-05,13.0,.,7.259188714670017e-05,72.0,i,6.447269697673619e-05,44239.0,sca,6.295523053267971e-05,16100.0, Cas,5.694977517123334e-05,1389.0, case,5.6558663345640525e-05,46505.0,cases,5.654971391777508e-05,18035.0,cat,5.582047378993593e-05,48.0,Q,5.5627242545597255e-05,22394.0,cca,4.8222973418887705e-05,3781.0,ches,4.586047725751996e-05,547.0,ck,4.07593252020888e-05,359.0, -,3.969733734265901e-05,279.0,es,3.6627410736400634e-05,4413.0,cha,3.4006359783234075e-05,7269.0,tes,3.3942174923140556e-05
0,3,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,2020.0,0.46735379099845886,2020.0, sense,0.46735379099845886,369.0, se,0.19103853404521942,3151.0, sen,0.166376531124115,2923.0, sens,0.0868368148803711,220.0, ,0.022093867883086205,82.0,s,0.016594449058175087,262.0, s,0.013485993258655071,11.0,",",0.00832253135740757,33123.0, Sense,0.0038537553045898676,36208.0, senza,0.003335649846121669,12.0,-,0.0027934687677770853,3862.0, Sen,0.0017911101458594203,40926.0, Sens,0.0015035008545964956,359.0, -,0.001468437141738832,2279.0, sent,0.001387080759741366,318.0, S,0.0006985330255702138,13.0,.,0.0005612228414975107,503.0," """,0.00045465206494554877,522.0, (,0.0004407034139148891,4361.0, sem,0.0004351945244707167,17057.0, senses,0.0003982631315011531,1100.0, Se,0.0003599720075726509,3536.0, #,0.0003313245833851397,50.0,S,0.0002580176224000752,257.0, a,0.0002449699677526951,14.0,/,0.0002043403364950791,368.0, de,0.00019222302944399416,1350.0, --,0.00017612901865504682,2460.0, /,0.00017302473133895546,741.0, i,0.00017250984092243016,10200.0, sensor,0.00016820234304759651,3913.0, amb,0.0001546136918477714,6748.0,sen,0.00014869109145365655,1662.0, –,0.00014766502135898918,405.0,se,0.00014020792150404304,27233.0, sensory,0.00012986989167984575,12177.0, sans,0.00011076423834310845,81.0,r,0.00010767311323434114,26.0,;,9.801709529710934e-05,75.0,l,9.435755055164918e-05,3343.0, sin,8.052922930801287e-05,730.0, des,7.790198287693784e-05,14840.0, sensors,7.474561425624415e-05,816.0, ser,6.842748553026468e-05,992.0, set,6.776490045012906e-05,19392.0, sensitivity,6.686117558274418e-05,2845.0, send,6.0801845393143594e-05,21504.0, Sans,5.9337089624023065e-05,308.0, e,5.56205959583167e-05,77.0,n,5.34838400199078e-05
0,4,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,631.0,0.7636259198188782,631.0, que,0.7636259198188782,1335.0, ca,0.13095533847808838,220.0, ,0.03171725571155548,9505.0, q,0.030844671651721,421.0, qu,0.009711706079542637,46523.0, cai,0.008344760164618492,7544.0, Ca,0.004896942060440779,4493.0, Que,0.0035449236165732145,269.0, c,0.00215623015537858,503.0," """,0.0014000516384840012,257.0, a,0.0007770265219733119,30983.0, Cai,0.00046084250789135695,19459.0, cache,0.00045394280459731817,818.0, call,0.0004405911604408175,383.0, C,0.00040174167952500284,17802.0, què,0.0003798647376243025,32773.0, cach,0.0003773333737626672,308.0, e,0.0003625033423304558,2104.0, cal,0.0003510612586978823,1410.0, cap,0.0002846127317752689,1249.0, Q,0.0002609076036605984,24159.0, qua,0.00025293685030192137,803.0, ke,0.00021621801715809852,922.0, ',0.00020166771719232202,17302.0, cage,0.0001984377740882337,1077.0,que,0.00019550853176042438,1769.0, ce,0.00015158312453422695,2326.0, Qu,0.00014407318667508662,6388.0, cash,0.0001407978852512315,1956.0, qui,0.0001396437146468088,42951.0, cau,0.00011511409684317186,21943.0, cass,9.686702833278105e-05,9783.0, ai,9.14636257220991e-05,8057.0, qué,8.202844765037298e-05,28934.0, enca,6.813224172219634e-05,1651.0, questions,6.804419535910711e-05,3857.0, cat,6.506719364551827e-05,7807.0, Call,6.276810017880052e-05,30414.0, cape,6.211396976141259e-05,393.0, can,6.029761061654426e-05,22567.0, casi,5.9867295931326225e-05,4101.0, qual,5.4880241805221885e-05,3745.0, catch,5.311161658028141e-05,300.0, that,5.3054864110890776e-05,2373.0, aqu,5.290934495860711e-05,496.0,ca,5.1550105126807466e-05,5908.0, cake,5.1239847380202264e-05,319.0, re,4.805685603059828e-05,6799.0, ka,4.723624078906141e-05,9022.0, casa,4.57358910352923e-05
0,5,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,970.0,0.9792202711105347,970.0,ix,0.9792202711105347,72.0,i,0.012341267429292202,19195.0,ixa,0.006957544479519129,87.0,x,0.00035083413240499794,42369.0,ixe,0.0002608700015116483,36005.0,ixes,0.00021579991152975708,15617.0,ixo,0.00019188663281966,23226.0,ixon,7.295214163605124e-05,34599.0,ixel,6.12740550423041e-05,36852.0,xa,4.842242560698651e-05,12672.0,ixò,2.5576906409696676e-05,40303.0,ixed,2.367819797655102e-05,12356.0,ials,1.7202599337906577e-05,21124.0,IX,1.4314324289443903e-05,2031.0, x,1.4312331586552318e-05,1718.0,ij,6.609348019992467e-06,16661.0,ição,6.2956933106761426e-06,831.0,ial,6.252916136872955e-06,11118.0,itals,5.954051630396862e-06,734.0,xt,5.105502168589737e-06,2565.0,ills,4.596671715262346e-06,654.0,ia,4.309846644900972e-06,9496.0,iş,4.048969913128531e-06,897.0,ib,3.1856284294917714e-06,27579.0,xi,3.137562089250423e-06,332.0,im,2.9234026897029253e-06,55.0,X,2.7090663934359327e-06,1208.0,its,2.467981175868772e-06,2938.0,ja,2.17965657611785e-06,33961.0,inals,1.9309911749587627e-06,33226.0,ixí,1.8357278577241232e-06,270.0,it,1.8212945178675e-06,64.0,a,1.8046704326479812e-06,38773.0,tx,1.7411045973858563e-06,372.0,st,1.6940670093390509e-06,73.0,j,1.6237394220297574e-06,804.0,ical,1.526824576103536e-06,2449.0,ux,1.5063909586388036e-06,3221.0,iqu,1.445699581381632e-06,480.0,ich,1.4125681673249346e-06,2797.0,ax,1.2488467291404959e-06,328.0,ig,1.1203144367755158e-06,388.0,il,1.0836839692274225e-06,1783.0, X,9.837739298745873e-07,3081.0,xim,9.745925808601896e-07,50191.0, salts,9.568057066644542e-07,2786.0,ita,9.433705940864456e-07,10650.0,imal,9.098907298721315e-07,347.0,ir,8.700646958459402e-07,742.0,ish,8.60787963574694e-07
0,6,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,1124.0,0.9679931998252869,1124.0,als,0.9679931998252869,304.0,al,0.026658950373530388,39655.0,alls,0.0015316943172365427,49489.0,alts,0.0013310611248016357,1625.0,els,0.0006136615411378443,3198.0,alt,0.000325159402564168,3976.0,ald,0.0002611304516904056,4229.0,ales,0.00025329089839942753,64.0,a,0.00023757340386509895,19385.0,ols,7.055146124912426e-05,8463.0,aus,4.9560723709873855e-05,3907.0, als,4.223005089443177e-05,1720.0,ats,4.117114076507278e-05,1459.0,au,3.2498810469405726e-05,24816.0,alsa,2.8506183298304677e-05,7511.0,aux,2.7938138373428956e-05,41551.0,also,2.7649539333651774e-05,336.0,all,2.5111794457188807e-05,31425.0,altres,2.0881479940726422e-05,13677.0,ells,1.8043036106973886e-05,5159.0,ala,1.5272176824510098e-05,289.0,ar,1.4685064343211707e-05,685.0,ars,1.3035730262345169e-05,4174.0,ils,1.2957792932866141e-05,48581.0,alis,1.163648903457215e-05,20422.0,alg,1.0415871656732634e-05,6227.0,ails,1.027525922836503e-05,2382.0,aps,1.0202806151937693e-05,338.0,el,9.861135367827956e-06,667.0,alk,9.357087037642486e-06,1220.0,ale,8.706921107659582e-06,401.0,ol,7.4773424785234965e-06,1971.0,ots,7.440609351760941e-06,11784.0,ls,6.851982561784098e-06,1467.0,à,6.71777524985373e-06,68.0,e,6.3964912442315836e-06,901.0,ual,5.670663995260838e-06,1678.0,alf,5.499310191225959e-06,2965.0,ables,5.408828656072728e-06,4070.0,ams,5.098774181533372e-06,2977.0,ades,4.922502739646006e-06,21745.0,alen,4.489527782425284e-06,3427.0,AL,4.159482159593608e-06,1719.0,ants,4.0700465433474164e-06,37896.0,alta,3.7617021462210687e-06,12356.0,ials,3.7256638734106673e-06,455.0,ab,3.5719367588171735e-06,23276.0,alten,3.479781980786356e-06,2287.0,ards,3.224588908778969e-06,267.0,at,3.059916480196989e-06
0,7,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,11.0,0.668929398059845,11.0,",",0.668929398059845,13.0,.,0.13060897588729858,28278.0, Mol,0.034907788038253784,741.0, i,0.0238324161618948,26.0,;,0.019909897819161415,8015.0, mol,0.016463588923215866,50464.0,,0.015911899507045746,376.0, M,0.012596409767866135,705.0, mo,0.005209718830883503,275.0, m,0.0040970672853291035,2460.0, /,0.0040720789693295956,3335.0, Mo,0.003668268211185932,29960.0, Mul,0.003193901851773262,50474.0,,0.002294887090101838,359.0, -,0.0020973454229533672,485.0,...,0.0018092183163389564,14.0,/,0.0015625632368028164,1662.0, –,0.001024338649585843,14077.0, mul,0.0010153587209060788,277.0, o,0.0009877681732177734,50460.0,,0.0009681212832219899,50469.0,,0.0009161644265986979,3182.0," ,",0.0008843695977702737,50479.0,,0.000870300573296845,50476.0,,0.0008306668023578823,50489.0,,0.0007694598170928657,50459.0,,0.0007640028488822281,50484.0,,0.0007178176310844719,50470.0,,0.0006258725188672543,50454.0,,0.0006255846237763762,10739.0, molt,0.0006247788551263511,50462.0,,0.0005709274555556476,50514.0,,0.0005681866314262152,522.0, (,0.0005617992719635367,50466.0,,0.0005434289341792464,12.0,-,0.0005328761762939394,50477.0,,0.000530781748238951,50468.0,,0.0005173965473659337,50461.0,,0.0005081729614175856,0.0,!,0.0005050916224718094,50472.0,,0.0004965384723618627,50458.0,,0.0004844471695832908,50456.0,,0.00046471727546304464,50480.0,,0.000455726170912385,11102.0, mold,0.00042795983608812094,220.0, ,0.0004279093991499394,50478.0,,0.00042770113213919103,50449.0,,0.0004005763912573457,50471.0,,0.00034546497045084834,39254.0, Molt,0.00034462768235243857
0,8,ca_validated/common_voice_ca_37581982.mp3,"Boca sense queixals, molí sense mola.","Boca sense queixals, molí sense mola.",ca,1.0,8015.0,0.6393078565597534,8015.0, mol,0.6393078565597534,705.0, mo,0.09718497097492218,14077.0, mul,0.07996581494808197,275.0, m,0.06305019557476044,28278.0, Mol,0.03704932704567909,376.0, M,0.011446072719991207,2992.0, mu,0.009872976690530777,10739.0, molt,0.005405102390795946,1896.0, mor,0.005156026221811771,3335.0, Mo,0.0039057519752532244,11102.0, mold,0.0032138628885149956,29960.0, Mul,0.003103316528722644,220.0, ,0.0029805151280015707,15601.0, Mu,0.0021395471412688494,5257.0, mur,0.0014233032707124949,2402.0, mov,0.001265821629203856,8986.0, bol,0.0011988170444965363,1072.0, mod,0.0007454827427864075,503.0," """,0.000670126813929528,45712.0, molar,0.0006462003220804036,3280.0,mo,0.0006301361136138439,1038.0, mus,0.000586187292356044,4795.0, mel,0.0005834140465594828,13659.0, mos,0.0005770662100985646,50464.0,,0.0005705456133000553,1180.0, pol,0.0004984751576557755,4825.0, multi,0.00045508189941756427,26665.0, Molly,0.000444304954726249,6353.0, mole,0.0003991412231698632,1108.0, mon,0.0003951471589971334,50474.0,,0.00033862737473100424,76.0,m,0.0003343539428897202,2120.0, mult,0.0003307065926492214,15891.0, mobil,0.0003222383966203779,50476.0,,0.0003005123871844262,2184.0, mot,0.0002972113143187016,3406.0, om,0.00028091957210563123,1962.0, mil,0.000263041554717347,13172.0, mog,0.0002561674627941102,23610.0, mug,0.0002503776631783694,34286.0, moles,0.00024032655346672982,4298.0, mob,0.00020684355695266277,24072.0, oli,0.00018803046259563416,50484.0,,0.00016413153207395226,50478.0,,0.00016410586249548942,50480.0,,0.00016214170318562537,11864.0, mun,0.00015776159125380218,10254.0, må,0.0001523918326711282,19290.0, MO,0.00015104046906344593,49300.0, molé,0.0001449454721296206
